Resume_ID,Branch,Specialization,CGPA,Extracted_Keywords,Job_Role,Match_Percentage
R01857,Computer Science,Artificial Intelligence,9.61,"SQL, Statistics, Python, TensorFlow",Data Scientist,76
R01858,Computer Science,Software Engineering,8.87,"Cloud Security, Kubernetes, GCP, Azure",Cloud Engineer,82
R01859,Mechanical,Product Design,8.26,"Transformers, Text Mining, Python",NLP Engineer,70
R01860,Electronics,Embedded Systems,9.23,"Ethical Hacking, Penetration Testing, Firewalls, SIEM",Cybersecurity Analyst,79
R01861,Information Technology,Human-Computer Interaction,8.04,"Docker, Terraform, AWS, CI/CD",DevOps Engineer,67
R01862,MBA (Tech Mgmt),Product Management,9.79,"AdWords, SEO, Content Marketing, Google Analytics",Digital Marketing Exec,79
R01863,Computer Science,Web Development,7.21,"JUnit, Selenium, Manual Testing",QA Engineer,95
R01864,Mechanical,Automation,8.92,"Selenium, Automation Testing, JUnit",QA Engineer,90
R01865,Data Science,Business Analytics,7.57,"Penetration Testing, Network Security, Firewalls",Cybersecurity Analyst,80
R01866,Computer Science,Software Engineering,8.22,"RTOS, C++, Embedded Systems",Embedded Engineer,86
R01867,Mechanical,Robotics,7.42,"Stakeholder Management, Roadmap Planning, Agile",Product Manager,94
R01868,Civil,Construction Management,8.15,"Machine Learning, TensorFlow, Python",Data Scientist,65
R01869,Artificial Intelligence,Natural Language Processing,8.49,"Tableau, Power BI, SQL, Excel, Data Visualization",Data Analyst,87
R01870,Electronics,VLSI Design,8.31,"Java, REST APIs, Spring Boot, SQL",Backend Developer,76
R01871,Computer Science,Cybersecurity,7.48,"Power BI, SQL, Tableau",Data Analyst,87
R01872,Data Science,Business Analytics,9.3,"Excel, Power BI, SQL, Tableau",Data Analyst,82
R01873,Computer Science,Artificial Intelligence,9.73,"Hugging Face, Transformers, Text Mining, NLP, Python",NLP Engineer,86
R01874,Mechanical,Robotics,7.53,"C++, IoT, Embedded Systems, RTOS, ARM",Embedded Engineer,98
R01875,Data Science,Data Engineering,7.04,"Machine Learning, TensorFlow, Python, Statistics, SQL",Data Scientist,88
R01876,Data Science,Big Data,7.85,"Power BI, Excel, SQL, Tableau",Data Analyst,80
R01877,Electronics,VLSI Design,7.03,"Docker, Node.js, React, MongoDB",Full Stack Developer,70
R01878,Mechanical,Product Design,9.23,"Cloud Security, Azure, Kubernetes, GCP, AWS",Cloud Engineer,88
R01879,Computer Science,Cybersecurity,8.61,"CSS, Redux, React, JavaScript",Frontend Developer,99
R01880,Electrical,Control Systems,8.25,"Scrum, Roadmap Planning, Stakeholder Management, Agile",Product Manager,90
R01881,Artificial Intelligence,Computer Vision,8.14,"Wireframing, User Research, Prototyping, UI/UX Design, Figma",UI/UX Designer,96
R01882,Information Technology,Data Analytics,7.41,"Express.js, React, MongoDB, Node.js",Full Stack Developer,81
R01883,Data Science,Big Data,7.96,"Manual Testing, JUnit, Automation Testing",QA Engineer,90
R01884,Electrical,Embedded Systems,9.1,"Power BI, SQL, Excel",Data Analyst,93
R01885,Electronics,VLSI Design,7.25,"Penetration Testing, Ethical Hacking, SIEM, Network Security, Firewalls",Cybersecurity Analyst,79
R01886,Mechanical,Robotics,7.51,"Selenium, Manual Testing, JUnit, Automation Testing",QA Engineer,71
R01887,Information Technology,Web Development,7.87,"Scrum, Roadmap Planning, Agile",Product Manager,96
R01888,Electronics,Embedded Systems,7.71,"User Research, Wireframing, UI/UX Design, Figma, Prototyping",UI/UX Designer,81
R01889,MBA (Tech Mgmt),Product Management,7.32,"GCP, Azure, Cloud Security",Cloud Engineer,67
R01890,Electronics,IoT & Cloud Systems,8.76,"Azure, AWS, GCP",Cloud Engineer,97
R01891,Artificial Intelligence,Computer Vision,7.5,"Automation Testing, JUnit, Selenium",QA Engineer,65
R01892,Civil,Construction Management,8.68,"C++, ARM, IoT, Embedded Systems",Embedded Engineer,87
R01893,Electrical,Power Systems,7.39,"CSS, Redux, React",Frontend Developer,82
R01894,MBA (Tech Mgmt),Digital Business,7.62,"Embedded Systems, ARM, RTOS",Embedded Engineer,73
R01895,Computer Science,Machine Learning,9.74,"Automation Testing, Manual Testing, Selenium, JUnit",QA Engineer,66
R01896,Electronics,IoT & Cloud Systems,9.45,"Microservices, Java, SQL, Spring Boot, REST APIs",Backend Developer,91
R01897,MBA (Tech Mgmt),Product Management,8.73,"TensorFlow, SQL, Statistics, Python, Machine Learning",Data Scientist,77
R01898,Artificial Intelligence,Natural Language Processing,8.24,"Redux, CSS, React",Frontend Developer,65
R01899,Computer Science,Web Development,8.36,"Terraform, AWS, Docker, CI/CD",DevOps Engineer,84
R01900,MBA (Tech Mgmt),Product Management,7.82,"Google Analytics, AdWords, Content Marketing, SEO",Digital Marketing Exec,93
R01901,Mechanical,Product Design,9.64,"UI/UX Design, Prototyping, Figma",UI/UX Designer,76
R01902,Artificial Intelligence,Computer Vision,8.58,"Kubernetes, Docker, CI/CD, Terraform",DevOps Engineer,66
R01903,Data Science,Big Data,8.35,"Network Security, SIEM, Ethical Hacking",Cybersecurity Analyst,100
R01904,Information Technology,Human-Computer Interaction,8.57,"User Research, UI/UX Design, Figma",UI/UX Designer,72
R01905,Computer Science,Cloud Computing,8.75,"SQL, Microservices, Spring Boot, REST APIs",Backend Developer,75
R01906,Computer Science,Artificial Intelligence,9.3,"CI/CD, Terraform, AWS",DevOps Engineer,74
R01907,Electrical,Embedded Systems,8.82,"Statistics, SQL, TensorFlow, Machine Learning",Data Scientist,68
R01908,Electronics,VLSI Design,8.13,"C++, RTOS, Embedded Systems, ARM",Embedded Engineer,89
R01909,Electrical,Power Systems,7.28,"Terraform, Kubernetes, CI/CD, AWS",DevOps Engineer,87
R01910,Data Science,Business Analytics,7.95,"Network Security, Ethical Hacking, Penetration Testing",Cybersecurity Analyst,99
R01911,Electronics,Embedded Systems,9.63,"Content Marketing, AdWords, SEO, Google Analytics",Digital Marketing Exec,88
R01912,Artificial Intelligence,Natural Language Processing,9.41,"JavaScript, React, CSS, HTML",Frontend Developer,76
R01913,Electrical,Control Systems,7.71,"Express.js, MongoDB, React, Docker",Full Stack Developer,86
R01914,Computer Science,Cloud Computing,8.72,"Kubernetes, AWS, GCP, Azure",Cloud Engineer,76
R01915,Information Technology,Web Development,9.36,"MongoDB, React, Node.js",Full Stack Developer,75
R01916,Civil,Construction Management,9.56,"React, Express.js, Node.js, MongoDB",Full Stack Developer,69
R01917,Artificial Intelligence,Computer Vision,9.31,"Cloud Security, Azure, Kubernetes, AWS, GCP",Cloud Engineer,65
R01918,Artificial Intelligence,Computer Vision,7.73,"Cloud Security, Azure, Kubernetes, GCP",Cloud Engineer,65
R01919,Mechanical,Product Design,7.13,"SIEM, Penetration Testing, Firewalls",Cybersecurity Analyst,69
R01920,Electronics,VLSI Design,8.4,"Penetration Testing, SIEM, Firewalls, Ethical Hacking, Network Security",Cybersecurity Analyst,72
R01921,Information Technology,Data Analytics,8.98,"Python, Transformers, Text Mining, Hugging Face, NLP",NLP Engineer,95
R01922,Electrical,Power Systems,8.89,"Hugging Face, NLP, Text Mining",NLP Engineer,85
R01923,Information Technology,Human-Computer Interaction,7.42,"Scrum, Agile, Roadmap Planning, Stakeholder Management",Product Manager,99
R01924,MBA (Tech Mgmt),Digital Business,7.03,"Python, Machine Learning, SQL, Statistics",Data Scientist,97
R01925,Artificial Intelligence,Natural Language Processing,7.3,"Kubernetes, GCP, AWS, Azure",Cloud Engineer,93
R01926,Artificial Intelligence,Computer Vision,9.03,"Automation Testing, JUnit, Selenium",QA Engineer,73
R01927,Civil,Construction Management,9.51,"C++, RTOS, IoT, Embedded Systems, ARM",Embedded Engineer,68
R01928,Artificial Intelligence,Computer Vision,9.74,"Python, Statistics, TensorFlow",Data Scientist,85
R01929,Data Science,Big Data,8.07,"Power BI, Tableau, Excel, SQL",Data Analyst,88
R01930,Mechanical,Automation,7.14,"Scrum, Agile, Roadmap Planning",Product Manager,93
R01931,Artificial Intelligence,Deep Learning,9.18,"Stakeholder Management, Roadmap Planning, Agile, Scrum",Product Manager,73
R01932,Data Science,Business Analytics,8.64,"Manual Testing, Selenium, Automation Testing, JUnit",QA Engineer,91
R01933,MBA (Tech Mgmt),Product Management,8.65,"Automation Testing, Selenium, Manual Testing",QA Engineer,75
R01934,Data Science,Business Analytics,8.59,"Cloud Security, Azure, AWS, GCP, Kubernetes",Cloud Engineer,71
R01935,Data Science,Data Engineering,8.25,"Google Analytics, SEO, Content Marketing, AdWords",Digital Marketing Exec,74
R01936,MBA (Tech Mgmt),Product Management,8.29,"Figma, UI/UX Design, User Research",UI/UX Designer,82
R01937,Information Technology,Web Development,7.97,"MongoDB, React, Node.js",Full Stack Developer,96
R01938,MBA (Tech Mgmt),Operations Management,8.94,"Statistics, Machine Learning, Python",Data Scientist,78
R01939,Computer Science,Software Engineering,9.18,"Excel, Power BI, Data Visualization",Data Analyst,96
R01940,MBA (Tech Mgmt),Digital Business,7.45,"CI/CD, Kubernetes, AWS, Docker",DevOps Engineer,71
R01941,Electrical,Control Systems,9.41,"Selenium, Automation Testing, Manual Testing, JUnit",QA Engineer,75
R01942,Artificial Intelligence,Natural Language Processing,7.51,"Redux, CSS, HTML, React",Frontend Developer,99
R01943,Electrical,Embedded Systems,7.49,"HTML, CSS, Redux, JavaScript, React",Frontend Developer,65
R01944,Information Technology,Human-Computer Interaction,8.79,"Figma, Wireframing, UI/UX Design, Prototyping",UI/UX Designer,75
R01945,Data Science,Big Data,7.14,"Cloud Security, Azure, AWS, Kubernetes",Cloud Engineer,79
R01946,Computer Science,Artificial Intelligence,7.59,"Manual Testing, Selenium, Automation Testing",QA Engineer,70
R01947,Electronics,VLSI Design,9.54,"Kubernetes, Cloud Security, AWS",Cloud Engineer,75
R01948,Electrical,Power Systems,9.25,"Excel, Data Visualization, Power BI, SQL",Data Analyst,96
R01949,Electrical,Control Systems,7.6,"Machine Learning, Statistics, TensorFlow, Python, SQL",Data Scientist,86
R01950,Mechanical,Robotics,7.64,"Selenium, Automation Testing, JUnit",QA Engineer,71
R01951,Information Technology,Data Analytics,8.44,"Google Analytics, AdWords, Content Marketing",Digital Marketing Exec,69
R01952,Computer Science,Cybersecurity,9.68,"React, CSS, JavaScript, Redux",Frontend Developer,79
R01953,Electronics,IoT & Cloud Systems,7.58,"Figma, Wireframing, UI/UX Design, User Research",UI/UX Designer,68
R01954,Information Technology,Human-Computer Interaction,9.47,"JUnit, Selenium, Automation Testing, Manual Testing",QA Engineer,98
R01955,Electrical,Control Systems,7.63,"Docker, React, Node.js",Full Stack Developer,80
R01956,Mechanical,Product Design,8.54,"Prototyping, UI/UX Design, Wireframing",UI/UX Designer,86
R01957,Electronics,Embedded Systems,9.18,"Kubernetes, Azure, Cloud Security, GCP",Cloud Engineer,70
R01958,Civil,Construction Management,7.83,"Express.js, Docker, MongoDB, Node.js, React",Full Stack Developer,71
R01959,MBA (Tech Mgmt),Product Management,7.75,"Java, Microservices, SQL, Spring Boot",Backend Developer,68
R01960,Computer Science,Artificial Intelligence,8.35,"React, Express.js, MongoDB, Node.js",Full Stack Developer,81
R01961,Electronics,VLSI Design,9.2,"Text Mining, Transformers, NLP, Hugging Face",NLP Engineer,89
R01962,MBA (Tech Mgmt),Operations Management,8.81,"Tableau, Excel, SQL, Data Visualization, Power BI",Data Analyst,99
R01963,MBA (Tech Mgmt),Operations Management,7.83,"AWS, Cloud Security, Azure, Kubernetes",Cloud Engineer,70
R01964,Electrical,Power Systems,9.67,"Penetration Testing, Network Security, SIEM",Cybersecurity Analyst,71
R01965,Electronics,VLSI Design,9.75,"Cloud Security, Azure, GCP",Cloud Engineer,77
R01966,Mechanical,Product Design,8.35,"Hugging Face, NLP, Transformers, Python, Text Mining",NLP Engineer,68
R01967,Computer Science,Software Engineering,8.53,"Wireframing, User Research, Prototyping, Figma",UI/UX Designer,82
R01968,Civil,Construction Management,8.34,"Prototyping, User Research, UI/UX Design, Wireframing",UI/UX Designer,100
R01969,Electronics,IoT & Cloud Systems,9.33,"Content Marketing, SEO, AdWords",Digital Marketing Exec,95
R01970,Electrical,Power Systems,8.04,"Wireframing, Figma, UI/UX Design",UI/UX Designer,69
R01971,Artificial Intelligence,Computer Vision,9.43,"Scrum, Stakeholder Management, Roadmap Planning, Agile",Product Manager,70
R01972,Artificial Intelligence,Computer Vision,8.43,"Firewalls, SIEM, Penetration Testing",Cybersecurity Analyst,84
R01973,Artificial Intelligence,Natural Language Processing,7.83,"Transformers, Python, Hugging Face, NLP, Text Mining",NLP Engineer,76
R01974,Civil,Structural Engineering,9.68,"Kubernetes, Terraform, Docker, AWS, CI/CD",DevOps Engineer,72
R01975,Electrical,Embedded Systems,9.45,"Automation Testing, Manual Testing, Selenium, JUnit",QA Engineer,87
R01976,Computer Science,Cybersecurity,7.11,"Transformers, Python, Text Mining, NLP",NLP Engineer,82
R01977,Artificial Intelligence,Computer Vision,9.07,"SQL, REST APIs, Microservices, Java",Backend Developer,78
R01978,Civil,Structural Engineering,9.2,"ARM, IoT, Embedded Systems, RTOS",Embedded Engineer,95
R01979,Artificial Intelligence,Natural Language Processing,8.51,"NLP, Text Mining, Python, Hugging Face",NLP Engineer,83
R01980,Data Science,Big Data,7.43,"Power BI, Tableau, Data Visualization",Data Analyst,85
R01981,Computer Science,Cloud Computing,7.44,"Manual Testing, Automation Testing, Selenium, JUnit",QA Engineer,83
R01982,Electronics,VLSI Design,8.02,"Agile, Stakeholder Management, Roadmap Planning",Product Manager,68
R01983,Electronics,IoT & Cloud Systems,9.23,"Agile, Stakeholder Management, Roadmap Planning, Scrum",Product Manager,85
R01984,Electrical,Power Systems,8.07,"Python, NLP, Hugging Face",NLP Engineer,98
R01985,Electrical,Embedded Systems,9.67,"Data Visualization, Power BI, Excel, SQL",Data Analyst,65
R01986,Data Science,Big Data,8.84,"Manual Testing, JUnit, Selenium, Automation Testing",QA Engineer,76
R01987,Computer Science,Machine Learning,8.84,"Figma, User Research, UI/UX Design, Prototyping",UI/UX Designer,94
R01988,Data Science,Business Analytics,8.2,"REST APIs, SQL, Microservices, Java, Spring Boot",Backend Developer,97
R01989,Electrical,Power Systems,7.92,"Selenium, JUnit, Manual Testing, Automation Testing",QA Engineer,70
R01990,Computer Science,Software Engineering,8.85,"SEO, AdWords, Google Analytics, Content Marketing",Digital Marketing Exec,81
R01991,Information Technology,Human-Computer Interaction,9.45,"React, Express.js, Docker, MongoDB",Full Stack Developer,81
R01992,Information Technology,Web Development,9.42,"Stakeholder Management, Roadmap Planning, Scrum",Product Manager,99
R01993,Electronics,VLSI Design,9.36,"Kubernetes, AWS, Azure",Cloud Engineer,78
R01994,Electronics,IoT & Cloud Systems,7.21,"React, CSS, JavaScript, HTML, Redux",Frontend Developer,82
R01995,Artificial Intelligence,Deep Learning,9.71,"Roadmap Planning, Agile, Stakeholder Management, Scrum",Product Manager,87
R01996,Information Technology,Data Analytics,7.51,"Power BI, Tableau, SQL, Excel, Data Visualization",Data Analyst,93
R01997,Data Science,Big Data,7.48,"JavaScript, CSS, React, HTML, Redux",Frontend Developer,94
R01998,Information Technology,Data Analytics,7.56,"Hugging Face, Text Mining, NLP, Python, Transformers",NLP Engineer,97
R01999,Information Technology,Web Development,8.74,"Excel, Power BI, SQL",Data Analyst,80
R02000,Data Science,Big Data,7.81,"Terraform, Kubernetes, AWS, Docker",DevOps Engineer,97
R02001,Mechanical,Automation,8.33,"Roadmap Planning, Stakeholder Management, Agile",Product Manager,71
R02002,Civil,Structural Engineering,9.45,"SIEM, Network Security, Ethical Hacking, Penetration Testing, Firewalls",Cybersecurity Analyst,88
R02003,MBA (Tech Mgmt),Digital Business,9.32,"MongoDB, Docker, React, Express.js, Node.js",Full Stack Developer,79
R02004,Data Science,Big Data,7.19,"JUnit, Selenium, Automation Testing, Manual Testing",QA Engineer,94
R02005,Computer Science,Software Engineering,9.39,"CSS, React, HTML",Frontend Developer,89
R02006,Information Technology,Data Analytics,8.68,"SIEM, Network Security, Firewalls",Cybersecurity Analyst,70
R02007,Information Technology,Software Engineering,7.02,"Google Analytics, AdWords, Content Marketing, SEO",Digital Marketing Exec,88
R02008,MBA (Tech Mgmt),Digital Business,7.68,"Spring Boot, Java, REST APIs",Backend Developer,96
R02009,Electrical,Embedded Systems,7.68,"Express.js, React, Docker, MongoDB, Node.js",Full Stack Developer,94
R02010,Information Technology,Data Analytics,9.49,"JavaScript, React, Redux, CSS",Frontend Developer,68
R02011,Information Technology,Software Engineering,7.13,"Terraform, CI/CD, AWS, Docker",DevOps Engineer,81
R02012,Information Technology,Human-Computer Interaction,9.51,"NLP, Python, Transformers, Hugging Face, Text Mining",NLP Engineer,89
R02013,Data Science,Data Engineering,7.13,"Excel, Data Visualization, Power BI",Data Analyst,78
R02014,MBA (Tech Mgmt),Digital Business,7.33,"React, HTML, Redux, JavaScript",Frontend Developer,95
R02015,Artificial Intelligence,Computer Vision,7.78,"Excel, Data Visualization, SQL, Power BI",Data Analyst,100
R02016,Data Science,Data Engineering,8.96,"Microservices, SQL, Java, Spring Boot",Backend Developer,90
R02017,Data Science,Big Data,7.53,"Redux, React, HTML",Frontend Developer,90
R02018,MBA (Tech Mgmt),Digital Business,9.12,"Python, TensorFlow, Machine Learning",Data Scientist,96
R02019,Information Technology,Data Analytics,7.16,"JUnit, Selenium, Automation Testing",QA Engineer,69
R02020,Information Technology,Data Analytics,7.4,"React, JavaScript, Redux, HTML, CSS",Frontend Developer,81
R02021,Mechanical,Automation,7.7,"Agile, Scrum, Stakeholder Management, Roadmap Planning",Product Manager,74
